"Brand","model","size","shape","ground_type","max_diameter_in","overall_length_in","overall_width_in","mat_diameter_in","mat_length_in","mat_width_in","mat_frame_height_in","safety_net_height_in","total_height_in","frame_tube_diameter_in","spring_system","spring_count","spring_length_in","max_single_user_weight_lb","combined_total_weight_rating_lb","static_weight_rating_lb","country_made_in","frame_material","mat_material","net_material","padding_material","warranty_frame_years","warranty_mat_years","warranty_springs_years","warranty_net_years","warranty_pads_years","warranty_parts_years","meets_us_standard","us_standard_details","other_standards","price_usd","price_basis","source_urls","notes","notes.1"
"Zupapa","1500LBS Upgraded Trampoline 10-16FT","10ft","Round","above ground","120","120","120","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","459.99","Model family from price","https://www.zupapa.us/products/upgraded-trampoline","Official page lists size options 10FT, 12FT, 14FT, 15FT and 16FT; only family from-price was clearly surfaced in search.",""
"Zupapa","1500LBS Upgraded Trampoline 10-16FT","12ft","Round","above ground","144","144","144","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","499.99","Model family from price","https://www.zupapa.us/products/upgraded-trampoline","Official page lists size options 10FT, 12FT, 14FT, 15FT and 16FT; only family from-price was clearly surfaced in search.",""
"Zupapa","1500LBS Upgraded Trampoline 10-16FT","14ft","Round","above ground","168","168","168","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","589.99","Model family from price","https://www.zupapa.us/products/upgraded-trampoline","Official page lists size options 10FT, 12FT, 14FT, 15FT and 16FT; only family from-price was clearly surfaced in search.",""
"Zupapa","1500LBS Upgraded Trampoline 10-16FT","15ft","Round","above ground","180","180","180","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","599.99","Model family from price","https://www.zupapa.us/products/upgraded-trampoline","Official page lists size options 10FT, 12FT, 14FT, 15FT and 16FT; only family from-price was clearly surfaced in search.",""
"Zupapa","1500LBS Upgraded Trampoline 10-16FT","16ft","Round","above ground","192","192","192","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","629.99","Model family from price","https://www.zupapa.us/products/upgraded-trampoline","Official page lists size options 10FT, 12FT, 14FT, 15FT and 16FT; only family from-price was clearly surfaced in search.",""
"Zupapa","1800LBS Double Frames Trampoline","12ft","Round","above ground","144","144","144","","","","","","","","Coil springs","","","550","","1800","","Galvanized steel","","","","10","2","2","2","2","","","","","549.99","Exact size price","https://www.zupapa.us/products/1800lbs-double-frames-trampoline","Official product page shows these exact selected variant prices and official blog states 550 lb dynamic and 1800 lb static capacity.",""
"Zupapa","1800LBS Double Frames Trampoline","14ft","Round","above ground","168","168","168","","","","","","","","Coil springs","","","550","","1800","","Galvanized steel","","","","10","2","2","2","2","","","","","664.99","Exact size price","https://www.zupapa.us/products/1800lbs-double-frames-trampoline","Official product page shows these exact selected variant prices and official blog states 550 lb dynamic and 1800 lb static capacity.",""
"Zupapa","1800LBS Double Frames Trampoline","15ft","Round","above ground","180","180","180","","","","","","","","Coil springs","","","550","","1800","","Galvanized steel","","","","10","2","2","2","2","","","","","729.99","Exact size price","https://www.zupapa.us/products/1800lbs-double-frames-trampoline","Official product page shows these exact selected variant prices and official blog states 550 lb dynamic and 1800 lb static capacity.",""
"Zupapa","1800LBS Double Frames Trampoline","16ft","Round","above ground","192","192","192","","","","","","","","Coil springs","","","550","","1800","","Galvanized steel","","","","10","2","2","2","2","","","","","819.99","Exact size price","https://www.zupapa.us/products/1800lbs-double-frames-trampoline","Official product page shows these exact selected variant prices and official blog states 550 lb dynamic and 1800 lb static capacity.",""
"Zupapa","220LBS 6FT Rectangle Kids Trampoline","6ft","Rectangle","above ground","72","","","","","","","","","","Coil springs","","","220","","","","Galvanized steel","","","","10","2","2","2","2","","","","","179.99","Exact size price","https://www.zupapa.us/products/220lbs-6ft-5-in-1-kids-trampoline","Official product page clearly shows the model name and price; exact assembled dimensions were not surfaced in the search result.",""
"Zupapa","Saffun Outdoor Trampoline With Enclosure","8ft Regular","Round","above ground","96","96","96","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","159.99","Exact size price","https://www.zupapa.us/products/saffun-outdoor-trampoline-with-enclosure","Official product page lists these exact current variant prices.",""
"Zupapa","Saffun Outdoor Trampoline With Enclosure","10ft","Round","above ground","120","120","120","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","459.99","Exact size price","https://www.zupapa.us/products/saffun-outdoor-trampoline-with-enclosure","Official product page lists these exact current variant prices.",""
"Zupapa","Saffun Outdoor Trampoline With Enclosure","10ft Regular","Round","above ground","120","120","120","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","239.99","Exact size price","https://www.zupapa.us/products/saffun-outdoor-trampoline-with-enclosure","Official product page lists these exact current variant prices.",""
"Zupapa","Saffun Outdoor Trampoline With Enclosure","12ft","Round","above ground","144","144","144","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","499.99","Exact size price","https://www.zupapa.us/products/saffun-outdoor-trampoline-with-enclosure","Official product page lists these exact current variant prices.",""
"Zupapa","Saffun Outdoor Trampoline With Enclosure","12ft Regular","Round","above ground","144","144","144","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","299.99","Exact size price","https://www.zupapa.us/products/saffun-outdoor-trampoline-with-enclosure","Official product page lists these exact current variant prices.",""
"Zupapa","Saffun Outdoor Trampoline With Enclosure","14ft","Round","above ground","168","168","168","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","455.99","Exact size price","https://www.zupapa.us/products/saffun-outdoor-trampoline-with-enclosure","Official product page lists these exact current variant prices.",""
"Zupapa","Saffun Outdoor Trampoline With Enclosure","14ft Regular","Round","above ground","168","168","168","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","299.99","Exact size price","https://www.zupapa.us/products/saffun-outdoor-trampoline-with-enclosure","Official product page lists these exact current variant prices.",""
"Zupapa","Saffun Outdoor Trampoline With Enclosure","15ft","Round","above ground","180","180","180","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","649.99","Exact size price","https://www.zupapa.us/products/saffun-outdoor-trampoline-with-enclosure","Official product page lists these exact current variant prices.",""
"Zupapa","Saffun Outdoor Trampoline With Enclosure","16ft","Round","above ground","192","192","192","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","509.99","Exact size price","https://www.zupapa.us/products/saffun-outdoor-trampoline-with-enclosure","Official product page lists these exact current variant prices.",""
"Zupapa","Zupapa 1800LBS/2500LBS Rectangular Trampoline","8x14ft","Rectangle","above ground","168","168","96","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","999.99","Model family from price","https://www.zupapa.us/products/zupapa-rectangular-trampoline-outdoor-square-trampolines","Official product page lists these size options; only family from-price was clearly surfaced in the collection page snippet.",""
"Zupapa","Zupapa 1800LBS/2500LBS Rectangular Trampoline","9x15ft","Rectangle","above ground","180","180","108","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","1189.99","Model family from price","https://www.zupapa.us/products/zupapa-rectangular-trampoline-outdoor-square-trampolines","Official product page lists these size options; only family from-price was clearly surfaced in the collection page snippet.",""
"Zupapa","Zupapa 1800LBS/2500LBS Rectangular Trampoline","10x17ft","Rectangle","above ground","204","204","120","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","1019.99","Model family from price","https://www.zupapa.us/products/zupapa-rectangular-trampoline-outdoor-square-trampolines","Official product page lists these size options; only family from-price was clearly surfaced in the collection page snippet.",""
"Zupapa","Zupapa 1800LBS/2500LBS Rectangular Trampoline","13x23ft","Rectangle","above ground","276","276","156","","","","","","","","Coil springs","","","","","","","Galvanized steel","","","","10","2","2","2","2","","","","","2799.99","Model family from price","https://www.zupapa.us/products/zupapa-rectangular-trampoline-outdoor-square-trampolines","Official product page lists these size options; only family from-price was clearly surfaced in the collection page snippet.",""
"BCAN","BT1 Toddler Foldable Mini Bungee Trampoline","36in","Round","above ground","36","36","36","","","","","","","","","","","99","","","","","","","","","","","","","1","","","","149.99","Exact size price","https://www.fedfitness.com/products/toddler-foldable-mini-bungee-trampoline-36","Official FED Fitness page lists BCAN product after brand consolidation.",""
"BCAN","BT2 Foldable Adult Mini Bungee Trampoline","40in","Round","","40","40","40","","","","","","12","","Bungees","32","","450","","","","Alloy steel","Polypropylene","","","","","","","","1","","","","124.99","Exact size price","https://bcantrampolines.com/collections/all-products","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"BCAN","BT3 Octagonal Foldable Bungee Trampoline With T-Adjustable Handlebar","51in","Octagon","above ground","51","51","51","","","","","","","","Bungees","","","360","","","","","","","","","","","","","1","","","","199.99","Exact size price","https://www.fedfitness.com/products/octagonal-foldable-bungee-trampoline-51-with-t-adjustable-handlebar","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"BCAN","BT4 Soft Land Pro Adult Round Bungee Trampoline With Adjustable T-Handlebar","48in","Round","","48","48","48","","","","","","","","Bungees","","","500","","","","","","","","","","","","","1","","","","355.99","","https://bcantrampolines.com/collections/all-products","Exact sale price was not surfaced in search snippets; current product page price may vary.",""
"BCAN","SP1 Toddler Mini Spring Trampoline","36in","Round","","36","36","36","","","","","","","","","","","","","","","","","","","","","","","","1","","","","69.99","Exact size price","https://bcantrampolines.com/collections/trampoline-for-kids","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"BCAN","SP2 Foldable Mini Spring Trampoline","38in","Round","above ground","38","38","38","","","","","","","","Coil springs","32","","330","","","","Alloy steel","Polyethylene","","","","","","","","1","","","","69.99","Exact size price","https://bcantrampolines.com/products/bcan-38in-black-foldable-mini-trampoline","Product page lists size range 38 in to 48 in; detailed specs in the search snippet were for the 38 in size.",""
"BCAN","SP2 Foldable Mini Spring Trampoline","40in","Round","","40","40","40","","","","","","","","Coil springs","","","","","","","","","","","","","","","","1","","","","69.99","Exact size price","https://bcantrampolines.com/collections/all-products","Product page lists size range 38 in to 48 in; detailed specs in the search snippet were for the 38 in size.",""
"BCAN","SP2 Foldable Mini Spring Trampoline","48in","Round","","48","48","48","","","","","","","","Coil springs","","","","","","","","","","","","","","","","1","","","","69.99","Exact size price","https://bcantrampolines.com/collections/all-products","Product page lists size range 38 in to 48 in; detailed specs in the search snippet were for the 38 in size.",""
"BCAN","SP3 Foldable Adult Mini Spring Trampoline With Handlebar & Spring Cover","40in","Round","","40","40","40","","","","","","7.5","","Coil springs","32","","330","","","","Alloy steel","","","","","","","","","1","","","","119.99","Exact size price","https://bcantrampolines.com/collections/all-products","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Jumpflex","FLEX™ Trampoline","8ft","Round","above ground","96","96","96","79.2","","","27.6","70.8","98.4","1.5","Coil springs","48","5.5","","330","","","Galvanized steel","","","","5","1","1","1","1","1","Yes","ASTM","CE","499","Exact size price","https://www.jumpflex.com/products/flex-8ft-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Jumpflex","FLEX™ Trampoline","10ft","Round","above ground","120","120","120","102","","","27.6","70.8","98.4","1.5","Coil springs","60","5.5","","330","","","Galvanized steel","","","","5","1","1","1","1","1","Yes","ASTM","CE","599","Exact size price","https://www.jumpflex.com/products/flex-10ft-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Jumpflex","FLEX™ Trampoline","12ft","Round","above ground","144","144","144","126","","","34.8","72","106.8","1.7","Coil springs","70","5.5","","330","","","Galvanized steel","","","","5","1","1","1","1","1","Yes","ASTM","CE","699","Exact size price","https://www.jumpflex.com/products/flex-12ft-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Jumpflex","HERO™ Trampoline","10ft","Round","above ground","120","120","120","102","","","34.8","72","106.8","1.7","Coil springs","64","7.1","350","550","","","High-tensile steel","","100% high-strength polyester","","10","5","5","1","1","1","Yes","ASTM","CE","749","Exact size price","https://www.jumpflex.com/products/hero-10ft-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Jumpflex","HERO™ Trampoline","12ft","Round","above ground","144","144","144","129.6","","","34.8","72","106.8","1.7","Coil springs","80","7.1","350","550","","","High-tensile steel","","100% high-strength polyester","","10","5","5","1","1","1","Yes","ASTM","CE","849","Exact size price","https://www.jumpflex.com/products/hero-12ft-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Jumpflex","HERO™ Trampoline","14ft","Round","above ground","168","168","168","145.2","","","34.8","72","106.8","1.7","Coil springs","88","7.1","350","550","","","High-tensile steel","","100% high-strength polyester","","10","5","5","1","1","1","Yes","ASTM","CE","899","Exact size price","https://www.jumpflex.com/products/hero-14ft-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Jumpflex","HERO™ Trampoline","15ft","Round","above ground","180","180","180","157.2","","","34.8","72","106.8","1.7","Coil springs","96","7.1","350","550","","","High-tensile steel","","100% high-strength polyester","","10","5","5","1","1","1","Yes","ASTM","CE","999","Exact size price","https://www.jumpflex.com/products/hero-15ft-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Jumpflex","MEGA™ Trampoline","14ft","Square","above ground","168","151.2","151.2","","122.4","122.4","40.8","88.8","","2","Coil springs","84","9.8","500","1000","","","High-tensile steel","","100% high-strength nylon","","10","5","5","1","1","1","Yes","ASTM","CE","1499","Exact size price","https://www.jumpflex.com/products/mega-14ft-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Jumpflex","MEGA™ Trampoline","17ft","Rectangle","above ground","204","196.8","151.2","","162","122.4","40.8","88.8","129.6","2","Coil springs","98","9.8","500","1000","","","High-tensile steel","","100% high-strength nylon","","10","5","5","1","1","1","Yes","ASTM","CE","1899","Exact size price","https://www.jumpflex.com/products/mega-17ft-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Jumpflex","MEGA™ Trampoline","19ft","Square","above ground","228","196.8","196.8","","162","162","40.8","88.8","129.6","2","Coil springs","112","9.8","500","1000","","","High-tensile steel","","100% high-strength nylon","","10","5","5","1","1","1","Yes","ASTM","CE","2099","Exact size price","https://www.jumpflex.com/products/mega-19ft-trampoline","Built from current official US consumer product pages or official collection pages only; blanks mean I did not find a clear official value.",""
"Upper Bounce","Upper Bounce 10 FT Round Trampoline Set with Safety Enclosure System","10ft","Round","above ground","120","120","120","","","","","","","","","","","330","","","","Galvanized steel","","","","0.5","0.5","0.5","0.08","0.08","0.08","","","","370.99","Exact size price","https://machrus.com/products/upper-bounce-10-ft-round-trampoline-set-with-safety-enclosure-system","Machrus warranty page says trampolines have 6 months on jumping mats and metal parts, and 30 days on covers and other products.",""
"Upper Bounce","Upper Bounce 12 FT Round Trampoline Set with Safety Enclosure System","12ft","Round","","144","144","144","","","","","","","","","","","","","","","Galvanized steel","","","","0.5","0.5","0.5","0.08","0.08","0.08","","","","444.99","Exact size price","https://machrus.com/collections/trampoline-sets","Machrus warranty page says trampolines have 6 months on jumping mats and metal parts, and 30 days on covers and other products.",""
"Upper Bounce","Upper Bounce 12 x 12 FT Square Trampoline Set with Premium Top-Ring Enclosure System","12x12ft","Square","","144","144","144","","","","","","","","","","","","","","","Galvanized steel","","","","0.5","0.5","0.5","0.08","0.08","0.08","","","","1207.19","Exact size price","https://machrus.com/collections/trampoline-sets","Machrus warranty page says trampolines have 6 months on jumping mats and metal parts, and 30 days on covers and other products.",""
"Upper Bounce","Upper Bounce 14 FT Round Trampoline Set with Safety Enclosure System","14ft","Round","","168","168","168","","","","","","","","","","","","","","","Galvanized steel","","","","0.5","0.5","0.5","0.08","0.08","0.08","","","","497.99","Exact size price","https://machrus.com/collections/trampoline-sets","Machrus warranty page says trampolines have 6 months on jumping mats and metal parts, and 30 days on covers and other products.",""
"Upper Bounce","Upper Bounce 15 FT Round Trampoline Set with Safety Enclosure System","15ft","Round","","180","180","180","","","","","","","","","","","","","","","Galvanized steel","","","","0.5","0.5","0.5","0.08","0.08","0.08","","","","516.99","Exact size price","https://machrus.com/collections/trampoline-sets","Machrus warranty page says trampolines have 6 months on jumping mats and metal parts, and 30 days on covers and other products.",""
"Upper Bounce","Upper Bounce 16 FT Round Trampoline Set with Safety Enclosure System","16ft","Round","","192","192","192","","","","","","","","","","","","","","","Galvanized steel","","","","0.5","0.5","0.5","0.08","0.08","0.08","","","","537.99","Exact size price","https://machrus.com/collections/trampoline-sets","Machrus warranty page says trampolines have 6 months on jumping mats and metal parts, and 30 days on covers and other products.",""
"Upper Bounce","Upper Bounce 16 x 16 FT Square Trampoline Set with Premium Top-Ring Enclosure System","16x16ft","Square","","192","192","192","","","","","","","","","","","","","","","Galvanized steel","","","","0.5","0.5","0.5","0.08","0.08","0.08","","","","2211.91","Exact size price","https://machrus.com/collections/trampoline-sets","Machrus warranty page says trampolines have 6 months on jumping mats and metal parts, and 30 days on covers and other products.",""
"Upper Bounce","Upper Bounce 7' Indoor/Outdoor Classic Kiddy Trampoline & Safety Enclosure Set","7ft","Round","","84","84","84","","","","","","","","","","","","","","","Galvanized steel","","","","1","1","1","0.25","0.08","0.25","Yes","ASTM","","368.99","Exact size price","https://machrus.com/collections/trampoline-sets","Machrus warranty page says trampolines have 6 months on jumping mats and metal parts, and 30 days on covers and other products.",""
"Upper Bounce","Upper Bounce 7.5 FT Round Trampoline Set with Safety Enclosure System","7.5ft","Round","","90","90","90","","","","","","","","","","","","","","","Galvanized steel","","","","0.5","0.5","0.5","0.08","0.08","0.08","","","","234.99","Exact size price","https://machrus.com/collections/trampoline-sets","Machrus warranty page says trampolines have 6 months on jumping mats and metal parts, and 30 days on covers and other products.",""
"Upper Bounce","Upper Bounce 8 x 14 FT Gymnastics Style Rectangular Trampoline Set","8x14ft","Rectangle","","168","168","96","","","","","","","","","","","","","","","Galvanized steel","","","","0.5","0.5","0.5","0.08","0.08","0.08","","","","1196.09","Exact size price","https://machrus.com/collections/trampoline-sets","Machrus warranty page says trampolines have 6 months on jumping mats and metal parts, and 30 days on covers and other products.",""
"Upper Bounce","Upper Bounce 9 FT Round Trampoline Set with Safety Enclosure System","9ft","Round","","108","108","108","","","","","","","","","","","220","","","","Galvanized steel","","","","0.5","0.5","0.5","0.08","0.08","0.08","","","","456.23","Exact size price","https://machrus.com/collections/trampoline-sets","Machrus warranty page says trampolines have 6 months on jumping mats and metal parts, and 30 days on covers and other products.",""
"Upper Bounce","Upper Bounce 9 x 15 FT Gymnastics Style Rectangular Trampoline Set","9x15ft","Rectangle","","180","180","108","","","","","","","","","","","","","","","Galvanized steel","","","","0.5","0.5","0.5","0.08","0.08","0.08","","","","1189.74","Exact size price","https://machrus.com/collections/trampoline-sets","Machrus warranty page says trampolines have 6 months on jumping mats and metal parts, and 30 days on covers and other products.",""
"Upper Bounce","Upper Bounce Mega 10 x 17 FT Gymnastics Style Rectangular Trampoline Set","10x17ft","Rectangle","","204","204","120","","","","","","","","","","","500","","","","Galvanized steel","","","","0.5","0.5","0.5","0.08","0.08","0.08","","","","1405.16","Exact size price","https://machrus.com/collections/trampoline-sets","Machrus warranty page says trampolines have 6 months on jumping mats and metal parts, and 30 days on covers and other products.",""
"Springfree","Compact Oval","6x9ft","Oval","above ground","108","108","72","","","","","","91","","Flexible composite rods (no springs)","0","","175","","1300","","Galvanized and powder-coated steel","UV-stabilized polypropylene (SoftEdge)","UV-stabilized FlexiNet","","10","10","","10","10","10","Yes","ASTM","","999","Exact size price","https://www.springfreetrampoline.com/products/compact-oval-trampoline","Official Springfree spec: 175 lb single jumper, 1300 lb static, 7'7"" total height, 47 sq ft jump area.",""
"Springfree","Compact Round","8ft","Round","above ground","96","96","96","","","","","","91","","Flexible composite rods (no springs)","0","","175","","1300","","Galvanized and powder-coated steel","UV-stabilized polypropylene (SoftEdge)","UV-stabilized FlexiNet","","10","10","","10","10","10","Yes","ASTM","","1249","Exact size price","https://www.springfreetrampoline.com/products/compact-round-trampoline","Official Springfree spec: 175 lb single jumper, 1300 lb static, 7'7"" total height, 54 sq ft jump area.",""
"Springfree","Jumbo Oval","12x19ft","Oval","above ground","228","228","144","","","","","","112","","Flexible composite rods (no springs)","0","","220","","1500","","Galvanized and powder-coated steel","UV-stabilized polypropylene (SoftEdge)","UV-stabilized FlexiNet","","10","10","","10","10","10","Yes","ASTM","","3999","Exact size price","https://www.springfreetrampoline.com/products/jumbo-oval-trampoline","Official Springfree spec: 220 lb single jumper, 1500 lb static, 9'4"" total height, 200 sq ft jump area.",""
"Springfree","Jumbo Round","13ft","Round","above ground","156","156","156","","","","","","107","","Flexible composite rods (no springs)","0","","220","","1500","","Galvanized and powder-coated steel","UV-stabilized polypropylene (SoftEdge)","UV-stabilized FlexiNet","","10","10","","10","10","10","Yes","ASTM","","2199","Exact size price","https://www.springfreetrampoline.com/products/jumbo-round-bundle","Official Springfree spec: 220 lb single jumper, 1500 lb total capacity, 8.9 ft total height, 132 sq ft jump area (equivalent to 16 ft spring-based trampoline).",""
"Springfree","Jumbo Square","13x13ft","Square","above ground","156","156","156","","","","","","","","Flexible composite rods (no springs)","0","","220","","1500","","Galvanized and powder-coated steel","UV-stabilized polypropylene (SoftEdge)","UV-stabilized FlexiNet","","10","10","","10","10","10","Yes","ASTM","","2499","Exact size price","https://www.springfreetrampoline.com/products/jumbo-square-trampoline","Official Springfree spec: 220 lb single jumper, 1500 lb static, 155 sq ft jump area (equivalent to 15 ft spring-based trampoline).",""
"Springfree","Large Oval","8x13ft","Oval","above ground","156","156","96","","","","","","","","Flexible composite rods (no springs)","0","","220","","1500","","Galvanized and powder-coated steel","UV-stabilized polypropylene (SoftEdge)","UV-stabilized FlexiNet","","10","10","","10","10","10","Yes","ASTM","","1849","Exact size price","https://www.springfreetrampoline.com/products/large-oval-trampoline","Official collection says Springfree trampolines are backed by a 10-year warranty on all parts.",""
"Springfree","Large Square","11x11ft","Square","above ground","132","132","132","","","","","","","","Flexible composite rods (no springs)","0","","220","","1500","","Galvanized and powder-coated steel","UV-stabilized polypropylene (SoftEdge)","UV-stabilized FlexiNet","","10","10","","10","10","10","Yes","ASTM","","1999","Exact size price","https://www.springfreetrampoline.com/products/large-square-trampoline","Official collection says Springfree trampolines are backed by a 10-year warranty on all parts.",""
"Springfree","Medium Oval","8x11ft","Oval","above ground","132","132","96","","","","","","","","Flexible composite rods (no springs)","0","","220","","1500","","Galvanized and powder-coated steel","UV-stabilized polypropylene (SoftEdge)","UV-stabilized FlexiNet","","10","10","","10","10","10","Yes","ASTM","","1649","Exact size price","https://www.springfreetrampoline.com/products/medium-oval-trampoline","Official Springfree spec: 220 lb single jumper, 1500 lb static, 77 sq ft jump area.",""
"Springfree","Medium Round","10ft","Round","above ground","120","120","120","","","","","","108","","Flexible composite rods (no springs)","0","","220","","1500","","Galvanized and powder-coated steel","UV-stabilized polypropylene (SoftEdge)","UV-stabilized FlexiNet","","10","10","","10","10","10","Yes","ASTM","","1649","Exact size price","https://www.springfreetrampoline.com/products/medium-round-trampoline","Official Springfree spec: 220 lb single jumper, 1500 lb static, ~9 ft total height, 79 sq ft jump area.",""
"Springfree","Mini Round","6ft","Round","above ground","72","72","72","","","","","","94","","Flexible composite rods (no springs)","0","","175","","1300","","Galvanized and powder-coated steel","UV-stabilized polypropylene (SoftEdge)","UV-stabilized FlexiNet","","10","10","","10","10","10","Yes","ASTM","","849","Exact size price","https://www.springfreetrampoline.com/products/mini-round-trampoline","Official Springfree spec: 175 lb single jumper, 1300 lb static, 7'10"" total height, 30 sq ft jump area. Uses flexible composite rods (springless).",""
"ACON","ACON 13 HD PRO Rectangular Trampoline with Net and Ladder","13 HD","Rectangle","above ground","156","","","","","","","","","2","Coil springs (Performance Springs)","","","","","","","Galvanized and powder-coated steel","UV-treated cross-sewn polypropylene","","","10","5","5","1","2","1","Yes","ASTM","CE","2199","Exact size price","https://us.acon24.com/products/acon-air-13-hd-performance-trampoline-package","Official collection pages clearly surface the model and price. I left assembled dimensions blank unless I had a direct size statement.",""
"ACON","ACON 13 HD Rectangular Trampoline with Net and Ladder","13 HD","Rectangle","above ground","156","","","","","","","","","2","Coil springs (Performance Springs)","","","","","","","Galvanized and powder-coated steel","UV-treated cross-sewn polypropylene","","","10","5","5","1","2","1","Yes","ASTM","CE","1899","Exact size price","https://us.acon24.com/products/acon-air-13-sport-hd-trampoline-package","Official collection pages clearly surface the model and price. I left assembled dimensions blank unless I had a direct size statement.",""
"ACON","ACON 16 HD PRO Rectangular Trampoline with Net and Ladder","16 HD","Rectangle","above ground","192","204","120","","","","","","132","2","Coil springs (Performance Springs)","140","","","","","","Galvanized and powder-coated steel","UV-treated cross-sewn polypropylene","","","10","5","5","1","2","1","Yes","ASTM","CE","2999","Exact size price","https://us.acon24.com/products/acon-air-16-hd-performance-trampoline-package","Official collection pages clearly surface the model and price. I left assembled dimensions blank unless I had a direct size statement.",""
"ACON","ACON 16 HD Rectangular Trampoline with Net and Ladder","16 HD","Rectangle","above ground","192","204","120","","","","","","132","2","Coil springs (Performance Springs)","140","","","","","","Galvanized and powder-coated steel","UV-treated cross-sewn polypropylene","","","10","5","5","1","2","1","Yes","ASTM","CE","2499","Exact size price","https://us.acon24.com/products/trampoline-package-acon-air-16-sport-hd","Official US page: 140 springs, assembled 17 ft L x 10 ft W x 11 ft H with enclosure; no single user weight limit.",""
"ACON","ACON Air 10ft Round Trampoline with Standard Net and Ladder","10ft","Round","above ground","120","120","120","","","","31.5","","","2","Coil springs (Air Series)","64","7","","","","","Galvanized and powder-coated steel","UV-treated cross-sewn polypropylene","","","10","5","5","1","2","1","Yes","ASTM","CE","899","Exact size price","https://us.acon24.com/products/trampoline-package-acon-air-black-frame-10-acon-enclosure-trampoline-ladder","ACON official pages say trampolines with nets are ASTM and CE certified; warranty snippet gives 10y frame, 5y springs and mat, 2y safety pad, 1y enclosure/accessories.",""
"ACON","ACON Air 12ft Round Trampoline with Premium Net and Ladder","12ft","Round","above ground","144","144","144","","","","35","","","2","Coil springs (Air Series)","","8.5","","","","","Galvanized and powder-coated steel","UV-treated cross-sewn polypropylene","","","10","5","5","1","2","1","Yes","ASTM","CE","1099","Exact size price","https://us.acon24.com/products/trampoline-package-acon-air-12-acon-premium-enclosure-trampoline-ladder","ACON official pages say trampolines with nets are ASTM and CE certified; warranty snippet gives 10y frame, 5y springs and mat, 2y safety pad, 1y enclosure/accessories.",""
"ACON","ACON Air 12ft Round Trampoline with Safety Net and Ladder, GEN 2.0","12ft","Round","above ground","144","144","144","","","","35","","","2","Coil springs (Air Series)","","8.5","","","","","Galvanized and powder-coated steel","UV-treated cross-sewn polypropylene","","","10","5","5","1","2","1","Yes","ASTM","CE","1199","Exact size price","https://us.acon24.com/products/acon-air-12ft-round-trampoline-with-safety-net-and-ladder","ACON official pages say trampolines with nets are ASTM and CE certified; warranty snippet gives 10y frame, 5y springs and mat, 2y safety pad, 1y enclosure/accessories.",""
